56297.2430386;605072.193739;0
56430.7925076;604667.871641;1
56566.8268617;600784.964106;2
56698.1473046;603598.584842;3
56824.9990742;600050.285679;4
56953.8409875;596463.48161;5
57086.0783106;593898.603878;6
57209.8761791;593288.90283;7
57336.3703498;592563.657912;8
57459.7970701;591019.511552;9
57578.428769;589521.355913;10
57700.2695629;588382.474282;11
